title,url,status,sistema,sistema_simplificat,tipus_personal,tipus_personal_simplificat,grup_titulacio,grup_titulacio_simplificat,perfil_recerca,data_inici,data_final,n_materies,n_materies_cap,requereix_angles,requereix_catala,requereix_catala_c1,requisit_catala_simplificat,materia_informatica,materia_tecnologia,materia_enginyeria,cluster
1 plaça de Tècnic,https://cido.diba.cat/oposicions/20558770/1-placa-de-tecnic-sindic-de-greuges-de-catalunya,Termini obert,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Funcionari,funcionari_o_interi,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-17,2,2,FALSE,TRUE,TRUE,catala_c1,TRUE,TRUE,TRUE,2
1 plaça de Tècnic de noves tecnologies,https://cido.diba.cat/oposicions/21339525/1-placa-de-tecnic-de-noves-tecnologies-ajuntament-de-salt,Termini obert,Concurs o valoració de mèrits,merits,Funcionari interí,funcionari_o_interi,A2 - Grau universitari (correspondència amb diplomatures),universitari_altres,No_recerca,NA,2026-04-16,2,2,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
1 plaça d'Analista-programador informàtic,https://cido.diba.cat/oposicions/21340407/1-placa-danalista-programador-informatic-generalitat-de-catalunya-departament-deconomia-i-finances,Termini obert,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Laboral,laboral_no_temporal,A2 - Grau universitari (correspondència amb diplomatures),universitari_altres,No_recerca,NA,2026-04-16,1,1,FALSE,TRUE,TRUE,catala_c1,TRUE,FALSE,FALSE,2
1 plaça de Postdoctoral Researcher in Computational Genetics (Heidelberg),https://cido.diba.cat/oposicions/21339714/1-placa-de-postdoctoral-researcher-in-computational-genetics-heidelberg-consorci-parc-de-recerca-biomedica-de-barcelona-prbb-european-molecular-biology-laboratory-embl,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-30,5,5,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,TRUE,1
1 plaça de Tècnic de recerca,https://cido.diba.cat/oposicions/21339748/1-placa-de-tecnic-de-recerca-fundacio-institut-hospital-del-mar-dinvestigacions-mediques-imim,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,Recerca,NA,2026-04-30,4,4,TRUE,FALSE,FALSE,no_especificat,TRUE,TRUE,TRUE,3
1 plaça de Tècnic d'anàlisi de dades i experiència d'usuari,https://cido.diba.cat/oposicions/21339652/1-placa-de-tecnic-danalisi-de-dades-i-experiencia-dusuari-universitat-oberta-de-catalunya-uoc,Termini obert,Concurs o valoració de mèrits,merits,Laboral,laboral_no_temporal,A - Grau universitari,universitari_altres,No_recerca,NA,2026-04-05,1,1,TRUE,TRUE,FALSE,catala_altre,TRUE,FALSE,FALSE,3
1 plaça de Tècnic mitjà - TIC recerca,https://cido.diba.cat/oposicions/21339543/1-placa-de-tecnic-mitja-tic-recerca-universitat-pompeu-fabra-upf,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A2 - Grau universitari (correspondència amb diplomatures),universitari_altres,Recerca,NA,2026-04-17,2,2,TRUE,TRUE,TRUE,catala_c1,TRUE,FALSE,FALSE,2
1 plaça de Pràctiques SOC + Monitoring,https://cido.diba.cat/oposicions/21339518/1-placa-de-practiques-soc-monitoring-upcnet-sl,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",no_universitari,Recerca,NA,2026-04-30,2,2,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
1 plaça de Cap de la Unitat d'Informàtica,https://cido.diba.cat/oposicions/21246820/1-placa-de-cap-de-la-unitat-dinformatica-ajuntament-damposta,Termini obert,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Funcionari,funcionari_o_interi,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-16,1,1,FALSE,TRUE,TRUE,catala_c1,TRUE,FALSE,FALSE,2
1 plaça de Full Stack Web Application Developer Bioinformatics (Hinxton),https://cido.diba.cat/oposicions/21334390/1-placa-de-full-stack-web-application-developer-bioinformatics-hinxton-consorci-parc-de-recerca-biomedica-de-barcelona-prbb-european-molecular-biology-laboratory-embl,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-12,4,4,TRUE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,3
1 plaça de Scientific Data Curator Molecular Networks (AI-Assisted Curation) (Hinxton),https://cido.diba.cat/oposicions/21334406/1-placa-de-scientific-data-curator-molecular-networks-ai-assisted-curation-hinxton-consorci-parc-de-recerca-biomedica-de-barcelona-prbb-european-molecular-biology-laboratory-embl,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-12,3,3,TRUE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,3
1 plaça de Tècnic consultor d'interoperabilitat de sistemes d'informació,https://cido.diba.cat/oposicions/21270476/1-placa-de-tecnic-consultor-dinteroperabilitat-de-sistemes-dinformacio-corporacio-sanitaria-parc-tauli,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,No_recerca,NA,2026-04-17,3,3,FALSE,TRUE,TRUE,catala_c1,TRUE,TRUE,TRUE,2
1 plaça de Data Engineer-Bioinformatics Technician (Physiology and Pathophysiology of the Digestive Tract),https://cido.diba.cat/oposicions/21334519/1-placa-de-data-engineer-bioinformatics-technician-physiology-and-pathophysiology-of-the-digestive-tract-fundacio-hospital-universitari-vall-dhebron-institut-de-recerca-huvh-ir,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-12,4,4,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
1 plaça de Clinical Data Analyst,https://cido.diba.cat/oposicions/21334210/1-placa-de-clinical-data-analyst-institut-dinvestigacio-en-ciencies-de-la-salut-germans-trias-i-pujol-igtp,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,Recerca,NA,2026-04-14,5,5,TRUE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,3
1 plaça d'Investigador predoctoral amb destinació al Departament de Telecomunicació i Enginyeria de Sistemes,https://cido.diba.cat/oposicions/21333685/1-placa-dinvestigador-predoctoral-amb-destinacio-al-departament-de-telecomunicacio-i-enginyeria-de-sistemes-universitat-autonoma-de-barcelona-uab,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-26,2,2,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
1 plaça d'European Health Projects Specialist - Project Manager (Childhood cancer and blood disorders),https://cido.diba.cat/oposicions/21323004/1-placa-deuropean-health-projects-specialist-project-manager-childhood-cancer-and-blood-disorders-fundacio-hospital-universitari-vall-dhebron-institut-de-recerca-huvh-ir,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,Recerca,NA,2026-04-09,4,4,TRUE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,3
1 plaça de Predoctoral Position (PhD Student),https://cido.diba.cat/oposicions/21324841/1-placa-de-predoctoral-position-phd-student-institut-dinvestigacio-oncologica-de-vall-dhebron-vhio,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,Recerca,NA,2026-05-01,4,4,TRUE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,3
1 plaça de Tècnic de Màrqueting SEO/GEO Specialist,https://cido.diba.cat/oposicions/21324748/1-placa-de-tecnic-de-marqueting-seogeo-specialist-universitat-oberta-de-catalunya-uoc,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-09,3,3,FALSE,FALSE,FALSE,no_especificat,FALSE,FALSE,FALSE,1
1 plaça d'Especialista en Optimització de Continguts i IA,https://cido.diba.cat/oposicions/21324730/1-placa-despecialista-en-optimitzacio-de-continguts-i-ia-universitat-oberta-de-catalunya-uoc,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-07,4,4,FALSE,FALSE,FALSE,no_especificat,FALSE,TRUE,TRUE,1
Borsa de treball de places de Tècnic d'informàtica,https://cido.diba.cat/oposicions/21306062/borsa-de-treball-de-places-de-tecnic-dinformatica-ajuntament-desplugues-de-llobregat,Pendent de termini,Concurs o valoració de mèrits,merits,Interí o temporal,funcionari_o_interi,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",no_universitari,No_recerca,NA,NA,1,1,FALSE,TRUE,TRUE,catala_c1,TRUE,FALSE,FALSE,2
Borsa de treball de places de Tècnic informàtic de sistemes,https://cido.diba.cat/oposicions/21306057/borsa-de-treball-de-places-de-tecnic-informatic-de-sistemes-ajuntament-desplugues-de-llobregat,Pendent de termini,Concurs o valoració de mèrits,merits,Interí o temporal,funcionari_o_interi,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,NA,2,2,FALSE,TRUE,TRUE,catala_c1,TRUE,FALSE,TRUE,2
1 plaça de Tècnic mitjà de suport a la recerca (G3) pel grup Imatge dels trastorns relacionats amb l'estat d'ànim i l'ansietat (IMARD),https://cido.diba.cat/oposicions/21317567/1-placa-de-tecnic-mitja-de-suport-a-la-recerca-g3-pel-grup-imatge-dels-trastorns-relacionats-amb-lestat-danim-i-lansietat-imard-fundacio-de-recerca-clinic-barcelona-institut-dinvestigacions-biomediques-august-pi-i-sunyer,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,Recerca,NA,2026-04-08,3,3,TRUE,TRUE,FALSE,catala_altre,TRUE,FALSE,FALSE,3
1 plaça de Responsable de digitalització ambiental i energètica,https://cido.diba.cat/oposicions/21315283/1-placa-de-responsable-de-digitalitzacio-ambiental-i-energetica-ministerio-de-transportes-y-movilidad-sostenible-autoridad-portuaria-de-barcelona,Termini obert,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Laboral,laboral_no_temporal,A - Grau universitari,universitari_altres,No_recerca,NA,2026-04-24,6,6,TRUE,TRUE,FALSE,catala_altre,FALSE,TRUE,TRUE,3
1 plaça de Tècnic superior de suport / Senior support technician,https://cido.diba.cat/oposicions/21318622/1-placa-de-tecnic-superior-de-suport-senior-support-technician-universitat-pompeu-fabra-upf,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,Recerca,NA,2026-04-27,5,5,FALSE,FALSE,FALSE,no_especificat,TRUE,TRUE,TRUE,1
1 plaça de Head of the Machine Learning for Biomedical Research unit (R4),https://cido.diba.cat/oposicions/21310585/1-placa-de-head-of-the-machine-learning-for-biomedical-research-unit-r4-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-07,4,4,TRUE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,3
1 plaça de HPC Workflows Engineer (RE1-RE2),https://cido.diba.cat/oposicions/21310589/1-placa-de-hpc-workflows-engineer-re1-re2-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,Recerca,NA,2026-04-24,3,3,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
1 plaça de Master student for audio visual processing and visualization (R0),https://cido.diba.cat/oposicions/21310597/1-placa-de-master-student-for-audio-visual-processing-and-visualization-r0-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-08,5,5,TRUE,FALSE,FALSE,no_especificat,FALSE,FALSE,TRUE,3
1 plaça de Postdoctoral Researcher AI for Climate Prediction and Attribution (R2),https://cido.diba.cat/oposicions/21310593/1-placa-de-postdoctoral-researcher-ai-for-climate-prediction-and-attribution-r2-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-07,5,5,TRUE,FALSE,FALSE,no_especificat,FALSE,FALSE,FALSE,3
1 plaça de Formador en pràctiques de comunicació (Heidelberg),https://cido.diba.cat/oposicions/21309218/1-placa-de-formador-en-practiques-de-comunicacio-heidelberg-consorci-parc-de-recerca-biomedica-de-barcelona-prbb-european-molecular-biology-laboratory-embl,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-21,2,2,TRUE,FALSE,FALSE,no_especificat,FALSE,FALSE,FALSE,3
1 plaça de Clinical Trials Technician (Diabetes and Metabolism),https://cido.diba.cat/oposicions/21310252/1-placa-de-clinical-trials-technician-diabetes-and-metabolism-fundacio-hospital-universitari-vall-dhebron-institut-de-recerca-huvh-ir,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-07,4,4,TRUE,TRUE,FALSE,catala_altre,FALSE,FALSE,FALSE,3
1 plaça de Laboratory - Quality Manager (Rheumatology),https://cido.diba.cat/oposicions/21310238/1-placa-de-laboratory-quality-manager-rheumatology-fundacio-hospital-universitari-vall-dhebron-institut-de-recerca-huvh-ir,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-07,4,4,TRUE,TRUE,FALSE,catala_altre,FALSE,FALSE,FALSE,3
1 plaça de Responsable de compra de serveis i inversions,https://cido.diba.cat/oposicions/21309443/1-placa-de-responsable-de-compra-de-serveis-i-inversions-generalitat-de-catalunya-institut-catala-de-la-salut-ics,Termini obert,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Interí o temporal,funcionari_o_interi,A - Grau universitari,universitari_altres,No_recerca,NA,2026-04-09,5,5,FALSE,TRUE,TRUE,catala_c1,TRUE,FALSE,TRUE,2
1 plaça de Reliability Engineer - ASIC-Integrated Thin-Film Devices,https://cido.diba.cat/oposicions/21318127/1-placa-de-reliability-engineer-asic-integrated-thin-film-devices-institut-catala-de-nanociencia-i-nanotecnologia-icn2,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-24,4,4,FALSE,FALSE,FALSE,no_especificat,FALSE,FALSE,TRUE,1
1 plaça d'Investigador predoctoral en el Departament de Matemàtiques i Informàtica (projecte AIA2025-163919-C51 EXPLORA),https://cido.diba.cat/oposicions/21307685/1-placa-dinvestigador-predoctoral-en-el-departament-de-matematiques-i-informatica-projecte-aia2025-163919-c51-explora-universitat-de-barcelona-ub,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,2026-03-25,2026-04-10,3,3,FALSE,FALSE,FALSE,no_especificat,FALSE,FALSE,FALSE,1
1 plaça de Professor doctor en Estadística (R2/R3),https://cido.diba.cat/oposicions/21311054/1-placa-de-professor-doctor-en-estadistica-r2r3-universitat-internacional-de-catalunya-uic,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-30,3,3,TRUE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,3
"1 plaça de Professor doctor en Informàtica, Matemàtiques o àrea afí (R2/R3)",https://cido.diba.cat/oposicions/21311050/1-placa-de-professor-doctor-en-informatica-matematiques-o-area-afi-r2r3-universitat-internacional-de-catalunya-uic,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-30,3,3,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
1 plaça d'Arquitecte de la informació,https://cido.diba.cat/oposicions/21309568/1-placa-darquitecte-de-la-informacio-universitat-oberta-de-catalunya-uoc,Termini obert,Concurs o valoració de mèrits,merits,Laboral,laboral_no_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-07,3,3,FALSE,FALSE,FALSE,no_especificat,FALSE,FALSE,TRUE,1
1 plaça de Responsable de continguts digitals de captació,https://cido.diba.cat/oposicions/21309579/1-placa-de-responsable-de-continguts-digitals-de-captacio-universitat-oberta-de-catalunya-uoc,Termini obert,Concurs o valoració de mèrits,merits,Laboral,laboral_no_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-07,3,3,FALSE,FALSE,FALSE,no_especificat,FALSE,FALSE,FALSE,1
1 plaça de Responsable de producció de continguts digitals,https://cido.diba.cat/oposicions/21309635/1-placa-de-responsable-de-produccio-de-continguts-digitals-universitat-oberta-de-catalunya-uoc,Termini obert,Concurs o valoració de mèrits,merits,Laboral,laboral_no_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-07,3,3,FALSE,FALSE,FALSE,no_especificat,FALSE,FALSE,FALSE,1
1 plaça de Research Support Staff in Database and Geographic Information Systems (ERC-DIVERSE project),https://cido.diba.cat/oposicions/21311617/1-placa-de-research-support-staff-in-database-and-geographic-information-systems-erc-diverse-project-universitat-pompeu-fabra-upf,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-12,4,4,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
1 plaça d'Analista de Dades adscrit a l'Àrea d'Innovació i Transformació,https://cido.diba.cat/oposicions/21300246/1-plaaa-danalista-de-dades-adscrit-a-larea-dinnovacia-i-transformacia-ajuntament-de-calafell-calafell-empresa-municipal-de-serveis-sa-cemssa,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-19,2,2,FALSE,TRUE,TRUE,catala_c1,TRUE,FALSE,TRUE,2
1 plaça de Director de Tecnologia,https://cido.diba.cat/oposicions/21300236/1-placa-de-director-de-tecnologia-ajuntament-de-calafell-calafell-empresa-municipal-de-serveis-sa-cemssa,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-19,3,3,FALSE,TRUE,TRUE,catala_c1,TRUE,TRUE,TRUE,2
1 plaça de Director dels Sistemes d'Informació,https://cido.diba.cat/oposicions/21300223/1-placa-de-director-dels-sistemes-dinformacio-ajuntament-de-calafell-calafell-empresa-municipal-de-serveis-sa-cemssa,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-19,3,3,FALSE,TRUE,TRUE,catala_c1,TRUE,TRUE,TRUE,2
1 plaça de Tècnic Informàtic de manteniment Web,https://cido.diba.cat/oposicions/21300241/1-placa-de-tecnic-informatic-de-manteniment-web-ajuntament-de-calafell-calafell-empresa-municipal-de-serveis-sa-cemssa,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",no_universitari,No_recerca,NA,2026-04-19,2,2,FALSE,TRUE,TRUE,catala_c1,TRUE,FALSE,TRUE,2
Borsa de treball de places de Coordinador d'informàtica,https://cido.diba.cat/oposicions/21292925/borsa-de-treball-de-places-de-coordinador-dinformatica-ajuntament-de-castellar-del-valles,Termini obert,Concurs oposició o valoració de mèrits i prova,prova_o_oposicio,Interí o temporal,funcionari_o_interi,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,No_recerca,NA,2026-04-22,3,3,FALSE,TRUE,TRUE,catala_c1,TRUE,TRUE,TRUE,2
1 plaça d'AI software software engineer - AIXPERT/GRAIL projects (RE1),https://cido.diba.cat/oposicions/21310550/1-placa-dai-software-software-engineer-aixpertgrail-projects-re1-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,Recerca,NA,2026-04-30,2,2,TRUE,FALSE,FALSE,no_especificat,FALSE,FALSE,FALSE,3
1 plaça de LLVM Software Engineer (RE2),https://cido.diba.cat/oposicions/21310565/1-placa-de-llvm-software-engineer-re2-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-07,2,2,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
1 plaça de Master Student on AI generative modelling (R0),https://cido.diba.cat/oposicions/21310581/1-placa-de-master-student-on-ai-generative-modelling-r0-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,Recerca,NA,2026-04-06,5,5,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,TRUE,1
1 plaça de Master Student on UPO Engineering (R0),https://cido.diba.cat/oposicions/21310577/1-placa-de-master-student-on-upo-engineering-r0-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,Recerca,NA,2026-04-06,5,5,TRUE,FALSE,FALSE,no_especificat,TRUE,FALSE,TRUE,3
1 plaça de Postdoctoral Researcher in Computational Biology Systems (R2),https://cido.diba.cat/oposicions/21310569/1-placa-de-postdoctoral-researcher-in-computational-biology-systems-r2-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-05,3,3,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
1 plaça de Research Engineer - Operational air quality forecast (RE1),https://cido.diba.cat/oposicions/21310561/1-placa-de-research-engineer-operational-air-quality-forecast-re1-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,Recerca,NA,2026-04-24,4,4,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
1 plaça de Llicenciat de Suport Recerca (G3) at the Computational Cancer Biomedicine group,https://cido.diba.cat/oposicions/21265386/1-placa-de-llicenciat-de-suport-recerca-g3-at-the-computational-cancer-biomedicine-group-fundacio-de-recerca-clinic-barcelona-institut-dinvestigacions-biomediques-august-pi-i-sunyer,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-05,5,5,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
"1 plaça d'Ajudant de recerca pel projecte ""Anàlisi d'imatge retinal per a la diagnosi de patologies"" del grup de recerca AIWELL",https://cido.diba.cat/oposicions/21293694/1-placa-dajudant-de-recerca-pel-projecte-analisi-dimatge-retinal-per-a-la-diagnosi-de-patologies-del-grup-de-recerca-aiwell-universitat-oberta-de-catalunya-uoc,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-08,4,4,TRUE,FALSE,FALSE,no_especificat,TRUE,TRUE,TRUE,3
2 places de Tècnic SAU TIC (Servei d'Atenció a l'Usuari Helpdesk),https://cido.diba.cat/oposicions/21294180/2-places-de-tecnic-sau-tic-servei-datencio-a-lusuari-helpdesk-generalitat-de-catalunya-institut-dassistencia-sanitaria-ias,Termini obert,Concurs o valoració de mèrits,merits,Laboral,laboral_no_temporal,"C2 - ESO, graduat escolar, FP 1r grau, cicles formatius grau mitjà",no_universitari,No_recerca,NA,2026-04-14,1,1,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,FALSE,1
1 plaça de Coordinador de gestió de dades,https://cido.diba.cat/oposicions/21294717/1-placa-de-coordinador-de-gestio-de-dades-generalitat-de-catalunya-parc-sanitari-pere-i-virgili-pspv,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A1 - Grau universitari (correspondència amb llicenciatures),universitari_a1,Recerca,NA,2026-04-20,3,3,FALSE,FALSE,FALSE,no_especificat,TRUE,FALSE,TRUE,1
1 plaça de Software Engineer for Digital Health Education Development,https://cido.diba.cat/oposicions/21303406/1-placa-de-software-engineer-for-digital-health-education-development-institut-dinvestigacio-biomedica-de-bellvitge-idibell,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,Recerca,NA,2026-04-03,6,6,TRUE,TRUE,FALSE,catala_altre,TRUE,FALSE,TRUE,3
1 plaça de Coordinador de Sistemes IT,https://cido.diba.cat/oposicions/21308795/1-placa-de-coordinador-de-sistemes-it-institut-dinvestigacio-oncologica-de-vall-dhebron-vhio,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",no_universitari,Recerca,NA,2026-04-20,4,4,FALSE,TRUE,FALSE,catala_altre,TRUE,TRUE,TRUE,1
"Borsa de treball de places de Professor substitut al Departament d'Arquitectura de Computadors i Sistemes Operatius, curs 2026-2027",https://cido.diba.cat/oposicions/21310227/borsa-de-treball-de-places-de-professor-substitut-al-departament-darquitectura-de-computadors-i-sistemes-operatius-curs-2026-2027-universitat-autonoma-de-barcelona-uab,Termini obert,Concurs o valoració de mèrits,merits,Laboral temporal,laboral_temporal,A - Grau universitari,universitari_altres,No_recerca,NA,2026-04-08,3,3,FALSE,TRUE,TRUE,catala_c1,TRUE,FALSE,FALSE,2
